dat_referencia,sig_estado,y_real,val_pld,y_pred,modelo,target
2025-12-02 09:00:00,PE,45.34865114219258,319.77,45.35266036289406,LightGBM,lcoh_s2_brl_kg
2025-12-02 09:00:00,CE,38.022125498308355,319.77,38.05774648917546,LightGBM,lcoh_s2_brl_kg
2025-12-02 09:00:00,RN,35.668414154865616,319.77,35.863339038244256,LightGBM,lcoh_s2_brl_kg
2025-12-02 09:00:00,PI,45.994524678640225,319.77,46.029925542167604,LightGBM,lcoh_s2_brl_kg
2025-12-02 09:30:00,PB,50.60035152087289,319.77,51.09360415936272,LightGBM,lcoh_s2_brl_kg
2025-12-02 09:30:00,PI,45.994524678640225,319.77,46.059735944991004,LightGBM,lcoh_s2_brl_kg
2025-12-02 09:30:00,BA,36.668059418167985,319.77,38.07798021656913,LightGBM,lcoh_s2_brl_kg
2025-12-02 09:30:00,CE,38.022125498308355,319.77,38.0777274464534,LightGBM,lcoh_s2_brl_kg
2025-12-02 09:30:00,PE,45.34865114219258,319.77,45.41336078804838,LightGBM,lcoh_s2_brl_kg
2025-12-02 09:30:00,RN,35.668414154865616,319.77,35.86229278825597,LightGBM,lcoh_s2_brl_kg
2025-12-02 10:00:00,BA,36.66650386261242,319.75,37.600723509262316,LightGBM,lcoh_s2_brl_kg
2025-12-02 10:00:00,PI,45.99296912308466,319.75,45.64551020294309,LightGBM,lcoh_s2_brl_kg
2025-12-02 10:00:00,RN,35.66685859931006,319.75,35.44567358316229,LightGBM,lcoh_s2_brl_kg
2025-12-02 10:00:00,CE,38.0205699427528,319.75,38.09757906017483,LightGBM,lcoh_s2_brl_kg
2025-12-02 10:00:00,PE,45.347095586637025,319.75,45.59829559834528,LightGBM,lcoh_s2_brl_kg
2025-12-02 10:00:00,PB,50.598795965317336,319.75,51.251855594637306,LightGBM,lcoh_s2_brl_kg
2025-12-02 10:30:00,BA,36.66650386261242,319.75,37.59940379457128,LightGBM,lcoh_s2_brl_kg
2025-12-02 10:30:00,PE,45.347095586637025,319.75,45.59829559834528,LightGBM,lcoh_s2_brl_kg
2025-12-02 10:30:00,PB,50.598795965317336,319.75,51.20333456155465,LightGBM,lcoh_s2_brl_kg
2025-12-02 10:30:00,RN,35.66685859931006,319.75,35.514666750844256,LightGBM,lcoh_s2_brl_kg
2025-12-02 10:30:00,CE,38.0205699427528,319.75,38.13416717324578,LightGBM,lcoh_s2_brl_kg
2025-12-02 10:30:00,PI,45.99296912308466,319.75,45.68354331026438,LightGBM,lcoh_s2_brl_kg
2025-12-02 11:00:00,PB,50.594129298650664,319.69,51.08605337158411,LightGBM,lcoh_s2_brl_kg
2025-12-02 11:00:00,RN,35.66219193264339,319.69,35.42092950040326,LightGBM,lcoh_s2_brl_kg
2025-12-02 11:00:00,CE,38.01590327608613,319.69,37.96797026432274,LightGBM,lcoh_s2_brl_kg
2025-12-02 11:00:00,PE,45.34242891997036,319.69,45.54036007227825,LightGBM,lcoh_s2_brl_kg
2025-12-02 11:00:00,PI,45.988302456418,319.69,45.58637083129454,LightGBM,lcoh_s2_brl_kg
2025-12-02 11:00:00,BA,36.66183719594576,319.69,37.53012107159432,LightGBM,lcoh_s2_brl_kg
2025-12-02 11:30:00,BA,36.66183719594576,319.69,37.505937613984436,LightGBM,lcoh_s2_brl_kg
2025-12-02 11:30:00,RN,35.66219193264339,319.69,35.42504052282235,LightGBM,lcoh_s2_brl_kg
2025-12-02 11:30:00,CE,38.01590327608613,319.69,38.01172710042224,LightGBM,lcoh_s2_brl_kg
