sim,capex_usd,eta,wacc,brl_usd,lcoh_s1_usd_kg,lcoh_s2_usd_kg
517,911.3595464686138,0.643397244129633,0.14084720924985614,4.98192143605665,2.4042832336602307,5.651874977592138
518,836.3960947668036,0.6675846849321493,0.12043887616430664,4.91051278372458,3.6736806317649995,6.329343272857322
519,839.7746239739135,0.6909059385785082,0.14963031585683167,4.8506455061811655,12.625982180395896,15.361237920379086
520,968.6274226091119,0.6662465479152612,0.11284187870741931,5.359104569752502,4.203616630368395,6.689200618053161
521,787.1055135277102,0.6674466506127394,0.1215390798045109,5.980194936919913,3.4835558434164895,6.117344063427254
522,1012.3792050854952,0.692858228915154,0.14053972526639463,5.861770127307193,2.7767565437789234,5.042547972100985
523,999.157601793591,0.68001177974445,0.12575731796645626,5.848604853038662,12.539360938091312,14.940208116922626
524,793.2757431528569,0.6775882528770629,0.1263429396942095,5.516241622189294,3.692148270126409,6.151628089668877
525,832.6800662593503,0.6852726410599737,0.10777461201610364,5.179681993716922,1.8712940848158615,4.839774812659713
526,882.6981542125035,0.6370163087217048,0.12252355807323934,5.463257530966521,4.3446528863506995,7.765445319862556
527,889.6388413296195,0.6942208882347426,0.11288634179484229,4.950586941762089,2.1389875060573837,5.278543679509958
528,755.1485176182956,0.697939448262593,0.10820865232015198,5.459699526687381,3.0854141748244155,5.844975089585675
529,830.1517985274456,0.6545538248265347,0.10365409078238715,5.300433290198592,1.9258555193051852,4.670393267832397
530,883.3148745468004,0.6915198443660365,0.14692451512405497,5.6866751908053335,5.493742489370853,7.967103018696286
531,827.6651950341783,0.657349447282013,0.11330303032790438,5.679726938515997,3.679515678459335,6.420900882269854
532,734.171698498871,0.6769840918574613,0.12469955749632493,5.16510225016147,2.0666159546800738,4.734554788039259
533,785.5729345848468,0.6872032205995583,0.14840353925386746,5.426835341556202,2.139282153070468,4.757204335350087
534,851.4114287305449,0.6574251847902366,0.15794577389546222,5.577008118473958,5.00107364526436,8.056652650451133
535,895.6274157171129,0.6828648905399686,0.13848390931980403,4.9416017031497095,5.343372232419148,8.05823982978375
536,695.1335903464835,0.6457615307525211,0.13489982839228165,5.252999816689364,10.133117044295261,13.188634620156927
537,923.336166226465,0.6434152958723952,0.14772698794525685,5.439345823905214,5.045268958409849,7.161513837153535
538,823.6320941049905,0.6758788070631353,0.1298165700123619,5.144295274525997,3.7902379233505967,6.57189452276489
539,887.2149390522487,0.6669702493114852,0.15870308080120457,5.774650306733279,14.043262086093712,16.584517604521242
540,1000.7861225943684,0.6601395731858386,0.12849512362264723,5.888228574983845,6.01930187938809,8.297374832239207
541,812.7960765595192,0.6839346608635458,0.08595731200050595,5.350772990457032,7.972563784798888,10.77878652651913
542,920.3736786973378,0.6611813233283564,0.0742056890041474,5.3648144420193615,3.964909852704609,7.30237155070964
543,887.705860561811,0.6376009376950489,0.1525833272980189,5.355465389982384,13.677029048628428,16.11341399416887
544,652.9700982393875,0.6671789836227188,0.08534911951291292,5.175914918853139,1.2820488382770525,4.257093844945674
545,803.7660741024215,0.6599450818249231,0.13432221396162197,5.351440980717313,2.445836618438325,5.138943735647808
546,915.9562780853053,0.6588393588452287,0.12626264280026311,5.736119738757675,4.5340179967725645,7.590772192038146
547,710.5048853630045,0.6659198189493408,0.13135514154172137,5.286830587112391,2.085749309665017,4.300708869209389
548,924.5447317841239,0.6613769072656714,0.11279788094723625,5.262634449967975,2.2816120213772546,5.054435655506713
549,783.2986005190594,0.6956742614043402,0.1089687838215198,5.126838518332217,1.6243994522467133,4.542831457547055
550,867.1806016154277,0.6911147701907334,0.1380803510952263,5.440755339737845,5.1256736270133985,8.060464980128202
551,860.8257600472521,0.6873996230308485,0.10419974395837847,5.341194370093994,1.9113621984621352,4.313761553268889
552,1000.886949733197,0.6544629519397581,0.12285496672089913,5.413385052718832,13.001887359691478,15.791184052443535
553,855.344031243317,0.6555973856219386,0.1016374603316685,5.9018752019324685,9.847528804519367,12.205660886650206
554,924.881711734163,0.6703626928296523,0.09939387053411322,5.270583359644274,1.842991642572716,4.177849006216302
555,841.9483906964488,0.6899912854901687,0.1350815186631618,5.67390392185299,2.3631259943861367,5.02568937300242
556,787.4772891318661,0.685116741036055,0.10156989207952354,5.412556014973543,3.860314702938858,6.458219002277971
557,788.2048384771,0.6642133582282622,0.12001365637914965,5.764639000459438,3.701445788444607,6.169351008661708
558,1000.9025598220458,0.6770425932459725,0.1327467709553546,5.067898752063582,4.824767586515824,7.268425380377037
